Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
House for sale,Menenstraat 227,"€ 179,500",4 bedrooms | 135 m² ,4 bedrooms,No,Installed,Good,40 m² ,No
House for sale,Gentstraat 23,"€ 184,000",3 bedrooms | 137 m² ,3 bedrooms,No,Installed,To be done up,1 m² square meter,No
House for sale,Komstraat 58,"€ 185,000",2 bedrooms | 134 m² ,2 bedrooms,No,Semi equipped,To be done up,1 m² square meter,No
House for sale,Tivolistraat 101,"€ 185,000",3 bedrooms | 144 m² ,3 bedrooms,No,Semi equipped,To be done up,1 m² square meter,No
House for sale,Luingnestraat 147,"€ 189,000",3 bedrooms | 160 m² ,3 bedrooms,No,Semi equipped,To be done up,1 m² square meter,No
House for sale,Zuidburgweg 116,"€ 189,900",2 bedrooms | 130 m² ,2 bedrooms,No,Installed,Good,140 m² ,No
House for sale,Kapellestraat 6,"€ 195,000",3 bedrooms | 350 m² ,3 bedrooms,No,Semi equipped,To be done up,140 m² ,No
House for sale,Ommegangstraat 99,"€ 195,000",3 bedrooms | 138 m² ,3 bedrooms,No,Installed,Good,140 m² ,No
House for sale,Rue Lambert Delava 10,"€ 199,000",3 bedrooms | 134 m² ,3 bedrooms,No,Semi equipped,To be done up,140 m² ,No
House for sale,Kortrijkstraat 285,"€ 199,000",3 bedrooms | 180 m² ,3 bedrooms,No,Semi equipped,To be done up,140 m² ,No
House for sale,Jagershoek 73,"€ 199,000",3 bedrooms | 165 m² ,3 bedrooms,No,Installed,Good,300 m² ,No
House for sale,Papenboskant 3,"€ 449,000",4 bedrooms | 170 m² ,4 bedrooms,No,Semi equipped,As new,1825 m² ,No
Mixed-use building for sale,2610 — Wilrijk,"€ 695,000",7 bedrooms | 295 m² ,7 bedrooms,No,Semi equipped,As new,1825 m² ,No
CHAUMONT-GISTOUX,1325 — Chaumont-Gistoux,"€ 390,000",2 - 3 bedrooms | 95 - 305 m² ,2 - 3 bedrooms,No,Semi equipped,As new,1825 m² ,No
House for sale,rue de chaumont 31 Box A,"€ 295,000",1 bedroom | 80 m² ,1 bedroom,No,Installed,As new,1825 m² ,No
House for sale,Zonnestraat 508,"€ 75,000",1 bedroom | 75 m² ,1 bedroom,No,Not installed,To renovate,1825 m² ,No
Apartment for sale,Rempart de la Vierge 16 Box 2,"€ 175,000",1 bedroom | 54 m² ,1 bedroom,No,Installed,To be done up,1825 m² ,No
House for sale,Rue des Pinsons 7,"€ 375,000",3 bedrooms | 165 m² ,3 bedrooms,No,Semi equipped,To be done up,500 m² ,No
Apartment for sale,Zonnestraat 508/2,"€ 148,000",2 bedrooms | 153 m² ,2 bedrooms,No,Semi equipped,Good,500 m² ,No
House for sale,Vijfpachtgoenstraat 20,"€ 210,000",4 bedrooms | 149 m² ,4 bedrooms,No,Semi equipped,To be done up,500 m² ,No
House for sale,"Lindenalle, Burg-Reuland 3","€ 219,000",179 m² ,179 m² square meters livable space,No,Semi equipped,To be done up,209 m² ,No
House for sale,Rue du Déversoir 15,"€ 220,000",2 bedrooms | 82 m² ,2 bedrooms,No,Installed,Good,209 m² ,No
House for sale,1651 — Lot,"€ 220,000",2 bedrooms | 65 m² ,2 bedrooms,No,USA installed,Good,209 m² ,No
House for sale,Oostvaartdijk 336,"€ 220,000",2 bedrooms | 102 m² ,2 bedrooms,No,USA installed,To be done up,209 m² ,No
House for sale,Vichtesteenweg 274,"€ 220,000",3 bedrooms | 120 m² ,3 bedrooms,No,Hyper equipped,As new,327 m² ,No
House for sale,Fietelstraat 161,"€ 220,000",3 bedrooms | 124 m² ,3 bedrooms,No,Hyper equipped,Good,327 m² ,No
House for sale,Stoopkensstraat 64,"€ 225,000",4 bedrooms | 176 m² ,4 bedrooms,No,Semi equipped,To renovate,327 m² ,No
House for sale,Rue Vert-Vinâve 86,"€ 225,000",4 bedrooms | 185 m² ,4 bedrooms,No,Semi equipped,To be done up,327 m² ,No
House for sale,Rue de l'Yser 23,"€ 229,000",3 bedrooms | 165 m² ,3 bedrooms,No,Installed,Good,100 m² ,No
House for sale,Manitobalaan 20,"€ 234,000",3 bedrooms | 129 m² ,3 bedrooms,No,Hyper equipped,As new,100 m² ,No
House for sale,Groot Overlaar 111,"€ 235,000",3 bedrooms | 140 m² ,3 bedrooms,No,Hyper equipped,To be done up,100 m² ,No
House for sale,Regattenlaan 2,"€ 235,000",3 bedrooms | 147 m² ,3 bedrooms,No,Semi equipped,To be done up,100 m² ,No
House for sale,Vlaamsestraat 26,"€ 239,000",3 bedrooms | 130 m² ,3 bedrooms,No,Installed,Good,100 m² ,No
House for sale,Paul Devauxstraat 5,"€ 239,000",5 bedrooms | 169 m² ,5 bedrooms,No,Installed,Good,100 m² ,No
Mixed-use building for sale,Place Gossart 40,"€ 240,000",4 bedrooms | 250 m² ,4 bedrooms,No,Installed,To be done up,100 m² ,No
House for sale,Place Gossart 40,"€ 240,000",4 bedrooms | 250 m² ,4 bedrooms,No,Installed,To be done up,100 m² ,No
House for sale,d'Ennetieresplein 30,"€ 240,000",3 bedrooms | 145 m² ,3 bedrooms,No,Installed,Good,100 m² ,No
House for sale,Hanneusestraat 4,"€ 245,000",3 bedrooms | 184 m² ,3 bedrooms,No,Installed,Good,100 m² ,No
House for sale,Rue du Saupont 8,"€ 249,000",3 bedrooms | 155 m² ,3 bedrooms,No,Installed,Good,100 m² ,No
House for sale,Nijverheidslaan 38,"€ 249,000",4 bedrooms | 145 m² ,4 bedrooms,No,Hyper equipped,To be done up,230 m² ,No
House for sale,Rue de la Bourgeoise 20,"€ 260,000",2 bedrooms | 208 m² ,2 bedrooms,No,Hyper equipped,To be done up,230 m² ,No
House for sale,Moerkerkse Steenweg 227,"€ 264,000",2 bedrooms | 96 m² ,2 bedrooms,No,Installed,Good,74 m² ,No
House for sale,Rue du Sacré-Coeur 7,"€ 275,000",4 bedrooms | 250 m² ,4 bedrooms,No,Not installed,Good,74 m² ,No
House for sale,Timmermanstraat 73,"€ 279,000",4 bedrooms | 211 m² ,4 bedrooms,No,Hyper equipped,Good,74 m² ,No
House for sale,Ter Beke 153,"€ 279,000",5 bedrooms | 190 m² ,5 bedrooms,No,Hyper equipped,As new,188 m² ,No
House for sale,Houwaartstraat 254,"€ 279,500",2 bedrooms | 96 m² ,2 bedrooms,No,Installed,Just renovated,210 m² ,No
House for sale,Chemin de Guirsch 11 Box lot3,"€ 280,000",3 bedrooms | 143 m² ,3 bedrooms,No,Semi equipped,To renovate,210 m² ,No
House for sale,Grote Nieuwedijkstraat 71,"€ 285,000",4 bedrooms | 174 m² ,4 bedrooms,No,Installed,Good,76 m² ,No
House for sale,Noordreiestraat 6,"€ 295,000",3 bedrooms | 144 m² ,3 bedrooms,No,Semi equipped,To be done up,76 m² ,No
House for sale,Avenue du Fort 63,"€ 299,000",3 bedrooms | 151 m² ,3 bedrooms,No,Installed,Good,76 m² ,No
House for sale,Lisseweegs Vaartje 22,"€ 299,000",3 bedrooms | 118 m² ,3 bedrooms,No,Hyper equipped,As new,76 m² ,No
House for sale,Stationsstraat 42,"€ 299,000",3 bedrooms | 273 m² ,3 bedrooms,No,Hyper equipped,As new,76 m² ,No
House for sale,Veemarkt 27,"€ 299,000",6 bedrooms | 144 m² ,6 bedrooms,No,Semi equipped,To be done up,25 m² ,No
House for sale,Regelsbruggestraat 116,"€ 299,000",3 bedrooms | 214 m² ,3 bedrooms,No,Installed,As new,25 m² ,No
House for sale,Egemstraat 112,"€ 299,000",2 bedrooms | 190 m² ,2 bedrooms,No,Hyper equipped,Good,1050 m² ,No
House for sale,Kleine Gasmeterstraat 14,"€ 299,995",3 bedrooms | 110 m² ,3 bedrooms,No,Installed,Good,1050 m² ,No
House for sale,Kleine Gasmeterstraat 14,"€ 299,995",3 bedrooms | 110 m² ,3 bedrooms,No,Installed,Good,1050 m² ,No
House for sale,Vinkestraat 42,"€ 309,000",3 bedrooms | 150 m² ,3 bedrooms,No,Hyper equipped,Good,1050 m² ,No
House for sale,Stoopkensstraat 123,"€ 319,000",3 bedrooms | 205 m² ,3 bedrooms,No,Installed,Good,1050 m² ,No
House for sale,Groenstraat 316,"€ 319,000",3 bedrooms | 198 m² ,3 bedrooms,No,Installed,Good,245 m² ,No
House for sale,Kerkstraat 20A,"€ 321,000",3 bedrooms | 160 m² ,3 bedrooms,No,Installed,Good,245 m² ,No
House for sale,De Vréstraat 35,"€ 325,000",2 bedrooms | 129 m² ,2 bedrooms,No,Installed,Good,245 m² ,No
House for sale,Eikestraat 90,"€ 325,000",3 bedrooms | 134 m² ,3 bedrooms,No,Installed,Good,245 m² ,No
House for sale,Vrijheidsstraat 24,"€ 325,000",4 bedrooms | 140 m² ,4 bedrooms,No,Hyper equipped,Good,245 m² ,No
House for sale,20 Augustusstraat 6,"€ 329,000",3 bedrooms | 254 m² ,3 bedrooms,No,Hyper equipped,Good,150 m² ,No
House for sale,Biekorfstraat 1,"€ 329,000",3 bedrooms | 160 m² ,3 bedrooms,No,Hyper equipped,As new,150 m² ,No
House for sale,Jonkershovestraat 276,"€ 330,000",3 bedrooms | 350 m² ,3 bedrooms,No,Installed,Good,150 m² ,No
Villa for sale,Bettincourt 82 Box A,"€ 335,000",4 bedrooms,4 bedrooms,No,Installed,Good,150 m² ,No
House for sale,Oudenaardsesteenweg 38,"€ 335,000",4 bedrooms | 321 m² ,4 bedrooms,No,Installed,Good,150 m² ,No
House for sale,Pastoriestraat 20,"€ 335,000",4 bedrooms | 225 m² ,4 bedrooms,No,Hyper equipped,To be done up,150 m² ,No
House for sale,Dokter de Bruyckerstraat 49,"€ 339,000",3 bedrooms | 165 m² ,3 bedrooms,No,Hyper equipped,As new,65 m² ,No
House for sale,Meulebekestraat 117,"€ 346,500",2 bedrooms | 139 m² ,2 bedrooms,No,Installed,Good,65 m² ,No
House for sale,Elisabethlaan 423,"€ 349,000",4 bedrooms | 204 m² ,4 bedrooms,No,Hyper equipped,As new,65 m² ,No
House for sale,Kapelrie 4,"€ 349,000",2 bedrooms | 129 m² ,2 bedrooms,No,Installed,Good,571 m² ,No
House for sale,Handboogstraat 15,"€ 350,000",3 bedrooms | 225 m² ,3 bedrooms,No,Hyper equipped,As new,30 m² ,No
Apartment block for sale,Rue des Muguets 2,"€ 365,000",6 bedrooms,6 bedrooms,No,Hyper equipped,To renovate,30 m² ,No
Villa for sale,Haute Wegge 42,"€ 369,000",3 bedrooms,3 bedrooms,No,Hyper equipped,As new,30 m² ,No
House for sale,Westkerksestraat 40,"€ 375,000",2 bedrooms | 150 m² ,2 bedrooms,No,Hyper equipped,As new,30 m² ,No
House for sale,Stationsstraat 20,"€ 375,000",4 bedrooms | 272 m² ,4 bedrooms,No,Installed,Good,250 m² ,No
House for sale,Papenboskant 3,"€ 449,000",4 bedrooms | 170 m² ,4 bedrooms,No,Semi equipped,As new,1825 m² ,No
Mixed-use building for sale,2610 — Wilrijk,"€ 695,000",7 bedrooms | 295 m² ,7 bedrooms,No,Semi equipped,As new,1825 m² ,No
CHAUMONT-GISTOUX,1325 — Chaumont-Gistoux,"€ 390,000",2 - 3 bedrooms | 95 - 305 m² ,2 - 3 bedrooms,No,Semi equipped,As new,1825 m² ,No
House for sale,rue de chaumont 31 Box A,"€ 295,000",1 bedroom | 80 m² ,1 bedroom,No,Installed,As new,1825 m² ,No
House for sale,Zonnestraat 508,"€ 75,000",1 bedroom | 75 m² ,1 bedroom,No,Not installed,To renovate,1825 m² ,No
Apartment for sale,Rempart de la Vierge 16 Box 2,"€ 175,000",1 bedroom | 54 m² ,1 bedroom,No,Installed,To be done up,1825 m² ,No
House for sale,Rue des Pinsons 7,"€ 375,000",3 bedrooms | 165 m² ,3 bedrooms,No,Semi equipped,To be done up,500 m² ,No
Apartment for sale,Zonnestraat 508/2,"€ 148,000",2 bedrooms | 153 m² ,2 bedrooms,No,Semi equipped,Good,500 m² ,No
House for sale,Bremtstraat 48,"€ 378,000",3 bedrooms | 152 m² ,3 bedrooms,No,Semi equipped,To be done up,900 m² ,No
Villa for sale,Poortstraat 70,"€ 387,000",4 bedrooms | 200 m² ,4 bedrooms,No,Installed,Good,730 m² ,No
House for sale,Hoogstraat 64,"€ 389,000",3 bedrooms | 208 m² ,3 bedrooms,No,Installed,Good,605 m² ,No
Mansion for sale,Van Frachenlaan 30,"€ 395,000",6 bedrooms | 396 m² ,6 bedrooms,No,Semi equipped,To be done up,600 m² ,No
Villa for sale,Dijk 17,"€ 395,000",3 bedrooms | 145 m² ,3 bedrooms,No,Semi equipped,To be done up,600 m² ,No
House for sale,"Felix Verhaeghestraat 8, 10","€ 398,000",3 bedrooms | 360 m² ,3 bedrooms,No,Installed,To renovate,600 m² ,No
House for sale,1070 — Anderlecht,"€ 399,000",3 bedrooms | 140 m² ,3 bedrooms,No,Installed,To be done up,238 m² ,No
House for sale,Rue Haute Sauvenière 23,"€ 399,000",5 bedrooms | 138 m² ,5 bedrooms,No,Not installed,Good,238 m² ,No
House for sale,Meensesteenweg 118,"€ 399,000",4 bedrooms | 165 m² ,4 bedrooms,No,Installed,Good,238 m² ,No
House for sale,Gentsesteenweg 49,"€ 399,000",3 bedrooms | 170 m² ,3 bedrooms,No,Installed,Good,238 m² ,No
House for sale,Vriesestraat 2A,"€ 409,000",3 bedrooms | 189 m² ,3 bedrooms,No,Semi equipped,Good,238 m² ,No
House for sale,Rue de la Barrière 41,"€ 410,000",5 bedrooms | 275 m² ,5 bedrooms,No,Semi equipped,Good,238 m² ,No
House for sale,1160 — Auderghem,"€ 425,000",3 bedrooms | 115 m² ,3 bedrooms,No,Not installed,To renovate,70 m² ,No
House for sale,Sint-Pieterskaai 76,"€ 430,000",3 bedrooms | 150 m² ,3 bedrooms,No,Semi equipped,To be done up,70 m² ,No
House for sale,Sleedoorn 26,"€ 439,000",3 bedrooms | 140 m² ,3 bedrooms,No,Hyper equipped,As new,100 m² ,No
Apartment block for sale,Dorpsstraat 16A,"€ 440,000",2 bedrooms | 385 m² ,2 bedrooms,No,Semi equipped,To renovate,100 m² ,No
House for sale,Joseph Dekeynstraat 48,"€ 445,000",4 bedrooms | 195 m² ,4 bedrooms,No,Semi equipped,To renovate,40 m² ,No
Country house for sale,Rue d'Hoves 94,"€ 445,000",5 bedrooms | 232 m² ,5 bedrooms,No,Semi equipped,To restore,40 m² ,No
House for sale,Scheepsdalelaan 77,"€ 490,000",3 bedrooms | 309 m² ,3 bedrooms,No,Semi equipped,To be done up,40 m² ,No
Villa for sale,Lage Weg 52,"€ 495,000",4 bedrooms | 247 m² ,4 bedrooms,No,Installed,As new,40 m² ,No
House for sale,Alfons Wybolaan 14,"€ 495,000",3 bedrooms | 250 m² ,3 bedrooms,No,Hyper equipped,As new,268 m² ,No
House for sale,Dendermondse steenweg 43,"€ 495,000",4 bedrooms | 300 m² ,4 bedrooms,No,Installed,Good,68 m² ,No
House for sale,Kluisbeekstraat 67,"€ 499,000",3 bedrooms | 150 m² ,3 bedrooms,No,Hyper equipped,As new,330 m² ,No
Villa for sale,Hei-ende 25,"€ 499,000",5 bedrooms | 320 m² ,5 bedrooms,No,Installed,Good,330 m² ,No
House for sale,Oostveldstraat 202,"€ 499,000",5 bedrooms | 303 m² ,5 bedrooms,No,Installed,As new,330 m² ,No
House for sale,Brugse-Mettenstraat 1,"€ 519,000",3 bedrooms | 174 m² ,3 bedrooms,No,Hyper equipped,Good,330 m² ,No
House for sale,1050 — Ixelles,"€ 549,000",3 bedrooms | 170 m² ,3 bedrooms,No,Installed,To be done up,330 m² ,No
House for sale,1060 — Saint-Gilles,"€ 549,000",3 bedrooms | 170 m² ,3 bedrooms,No,Installed,To be done up,330 m² ,No
House for sale,Gistelsteenweg 402,"€ 549,000",5 bedrooms | 253 m² ,5 bedrooms,No,Hyper equipped,As new,330 m² ,No
Villa for sale,Ellestraat 81,"€ 549,000",5 bedrooms | 349 m² ,5 bedrooms,No,Installed,Good,330 m² ,No
House for sale,stationstraat 68A,"€ 569,000",7 bedrooms | 365 m² ,7 bedrooms,No,USA hyper equipped,Just renovated,330 m² ,No
House for sale,Wellekensstraat 16,"€ 569,000",3 bedrooms | 216 m² ,3 bedrooms,Yes,Hyper equipped,As new,330 m² ,No
House for sale,brusselsesteenweg 91,"€ 575,000",5 bedrooms | 230 m² ,5 bedrooms,No,Semi equipped,To be done up,75 m² ,No
Villa for sale,Holmanstraat 12,"€ 575,000",3 bedrooms | 275 m² ,3 bedrooms,No,Installed,Good,3500 m² ,No
Villa for sale,Kleine Steenweg 43,"€ 595,000",4 bedrooms | 255 m² ,4 bedrooms,No,Hyper equipped,As new,960 m² ,No
House for sale,Wenduinesteenweg 31,"€ 619,000",10 bedrooms | 273 m² ,10 bedrooms,No,Installed,Good,960 m² ,No
Villa for sale,Veldstraat 22,"€ 625,000",6 bedrooms | 268 m² ,6 bedrooms,No,Hyper equipped,As new,960 m² ,No
House for sale,Frederik Peltzerstraat 1,"€ 649,000",4 bedrooms | 235 m² ,4 bedrooms,No,Hyper equipped,As new,960 m² ,No
Mansion for sale,Frederik Peltzerstraat 1,"€ 649,000",4 bedrooms | 235 m² ,4 bedrooms,No,Hyper equipped,As new,960 m² ,No
Villa for sale,9990 — Maldegem,"€ 649,000",3 bedrooms | 229 m² ,3 bedrooms,No,Semi equipped,To be done up,960 m² ,No
Country house for sale,Essendreef 3,"€ 695,000",5 bedrooms | 389 m² ,5 bedrooms,No,Hyper equipped,As new,960 m² ,No
House for sale,Parklaan 24,"€ 699,000",4 bedrooms | 295 m² ,4 bedrooms,No,Hyper equipped,Good,960 m² ,No
House for sale,Statielei 34,"€ 700,000",4 bedrooms | 285 m² ,4 bedrooms,No,Installed,Good,960 m² ,No
Villa for sale,Kerkstraat 344,"€ 749,000",4 bedrooms | 280 m² ,4 bedrooms,No,Hyper equipped,As new,960 m² ,No
House for sale,Nonnenstraat 13,"€ 750,000",5 bedrooms | 270 m² ,5 bedrooms,No,Hyper equipped,As new,170 m² ,No
House for sale,Coupure 557,"€ 765,000",4 bedrooms | 203 m² ,4 bedrooms,No,Installed,Just renovated,170 m² ,No
Villa for sale,Bitterzoetlaan 1a Box 1a,"€ 775,000",4 bedrooms | 345 m² ,4 bedrooms,No,Hyper equipped,As new,170 m² ,No
Villa for sale,De Singel 6,"€ 785,000",4 bedrooms | 271 m² ,4 bedrooms,No,Hyper equipped,As new,170 m² ,No
Apartment block for sale,Sint-Niklaasstraat 25A,"€ 825,000",3 bedrooms | 240 m² ,3 bedrooms,No,Hyper equipped,Just renovated,170 m² ,No
House for sale,Chaussée De Dieleghem - Dieleghemse Steenweg 17,"€ 849,999",7 bedrooms | 252 m² ,7 bedrooms,Yes,Hyper equipped,Just renovated,170 m² ,No
Apartment block for sale,Avenue De La Chasse - Jachtlaan 176,"€ 880,000",8 bedrooms | 340 m² ,8 bedrooms,Yes,Hyper equipped,Good,170 m² ,No
House for sale,rue du Mont Saint Laurent 6A,"€ 889,000",5 bedrooms | 453 m² ,5 bedrooms,No,Installed,Good,170 m² ,No
Mansion for sale,Ten Brielenlaan 31,"€ 890,000",3 bedrooms | 542 m² ,3 bedrooms,No,Hyper equipped,As new,170 m² ,No
House for sale,1150 — Woluwe-Saint-Pierre,"€ 895,000",4 bedrooms | 265 m² ,4 bedrooms,No,Hyper equipped,To renovate,75 m² ,No
Villa for sale,Peyenbeek 11,"€ 895,000",4 bedrooms | 475 m² ,4 bedrooms,No,Installed,Good,7200 m² ,No
House for sale,Bogaardestraat 236,"€ 939,000",4 bedrooms | 199 m² ,4 bedrooms,No,Hyper equipped,As new,13133 m² ,No
Villa for sale,Van der Schuerenstraat 30,"€ 945,000",4 bedrooms | 450 m² ,4 bedrooms,No,Hyper equipped,As new,2800 m² ,No
House for sale,1180 — Uccle,"€ 950,000",5 bedrooms | 360 m² ,5 bedrooms,No,Hyper equipped,Good,200 m² ,No
Other properties for sale,Abeelestraat 14,"€ 950,000",5 bedrooms | 380 m² ,5 bedrooms,No,Installed,Good,200 m² ,No
Villa for sale,Abeelestraat 14,"€ 950,000",5 bedrooms | 380 m² ,5 bedrooms,No,Installed,Good,200 m² ,No
House for sale,Papenboskant 3,"€ 449,000",4 bedrooms | 170 m² ,4 bedrooms,No,Semi equipped,As new,1825 m² ,No
Mixed-use building for sale,2610 — Wilrijk,"€ 695,000",7 bedrooms | 295 m² ,7 bedrooms,No,Semi equipped,As new,1825 m² ,No
CHAUMONT-GISTOUX,1325 — Chaumont-Gistoux,"€ 390,000",2 - 3 bedrooms | 95 - 305 m² ,2 - 3 bedrooms,No,Semi equipped,As new,1825 m² ,No
House for sale,rue de chaumont 31 Box A,"€ 295,000",1 bedroom | 80 m² ,1 bedroom,No,Installed,As new,1825 m² ,No
House for sale,Zonnestraat 508,"€ 75,000",1 bedroom | 75 m² ,1 bedroom,No,Not installed,To renovate,1825 m² ,No
Apartment for sale,Rempart de la Vierge 16 Box 2,"€ 175,000",1 bedroom | 54 m² ,1 bedroom,No,Installed,To be done up,1825 m² ,No
House for sale,Rue des Pinsons 7,"€ 375,000",3 bedrooms | 165 m² ,3 bedrooms,No,Semi equipped,To be done up,500 m² ,No
Apartment for sale,Zonnestraat 508/2,"€ 148,000",2 bedrooms | 153 m² ,2 bedrooms,No,Semi equipped,Good,500 m² ,No
Villa for sale,Withofdreef 2,"€ 1,049",6 bedrooms | 436 m² ,6 bedrooms,No,Semi equipped,Good,500 m² ,No
House for sale,Hoogpoort 6,"€ 1,050",3 bedrooms | 220 m² ,3 bedrooms,No,Semi equipped,To restore,500 m² ,No
Farmhouse for sale,Grotestraat 138,"€ 1,125",7 bedrooms | 297 m² ,7 bedrooms,No,Installed,Good,500 m² ,No
Apartment block for sale,Henegouwenstraat 46,"€ 1,195",3 bedrooms | 220 m² ,3 bedrooms,No,Semi equipped,Good,500 m² ,No
Villa for sale,1150 — Woluwe-Saint-Pierre,"€ 1,495",7 bedrooms | 400 m² ,7 bedrooms,No,Installed,As new,400 m² ,No
House for sale,1460 — Ittre,"€ 1,695",4 bedrooms | 524 m² ,4 bedrooms,No,Installed,To be done up,400 m² ,No
Villa for sale,Elizabetlaan 309,"€ 1,775",8 bedrooms | 270 m² ,8 bedrooms,No,Hyper equipped,As new,400 m² ,No
House for sale,1180 — Uccle,"€ 1,990",4 bedrooms | 430 m² ,4 bedrooms,No,USA hyper equipped,As new,200 m² ,No
House for sale,1640 — Rhode-Saint-Genese,"€ 2,350",6 bedrooms | 550 m² ,6 bedrooms,No,USA installed,Good,200 m² ,Yes
House for sale,1640 — Rhode-Saint-Genèse,"€ 2,600",5 bedrooms | 900 m² ,5 bedrooms,No,Hyper equipped,To renovate,4100 m² ,Yes
Mixed-use building for sale,1000 — Bruxelles,"€ 3,200",1 bedroom | 1425 m² ,1 bedroom,No,Installed,Good,100 m² ,Yes
Mixed-use building for sale,1050 — Ixelles,"€ 3,200",1 bedroom | 1425 m² ,1 bedroom,No,Installed,Good,100 m² ,Yes
Exceptional property for sale,1190 — BRUXELLES,"€ 4,950",6 bedrooms | 1100 m² ,6 bedrooms,No,Installed,As new,100 m² ,Yes
House for sale,Galgestraat 21,"€ 439,900",5 bedrooms | 232 m² ,5 bedrooms,No,Installed,As new,100 m² ,Yes
Villa for sale,Elzendreef 19,"€ 1,695",4 bedrooms | 683 m² ,4 bedrooms,No,Installed,As new,100 m² ,Yes
Mansion for sale,rue max lambert 18,"€ 139,000",3 bedrooms | 115 m² ,3 bedrooms,No,Semi equipped,To be done up,110 m² ,No
House for sale,Waatsbrugstraat 33,"€ 159,000",2 bedrooms | 130 m² ,2 bedrooms,No,Hyper equipped,Good,80 m² ,No
Mixed-use building for sale,Dokter Persoonslaan 13,"€ 249,000",2 bedrooms | 192 m² ,2 bedrooms,No,Hyper equipped,Good,80 m² ,No
House for sale,1410 — Waterloo,"€ 325,000",3 bedrooms | 156 m² ,3 bedrooms,No,Not installed,To renovate,60 m² ,No
Country house for sale,Dutselstraat 32,"€ 445,000",3 bedrooms | 190 m² ,3 bedrooms,No,Not installed,To renovate,60 m² ,No
House for sale,Dutselstraat 32,"€ 445,000",3 bedrooms | 190 m² ,3 bedrooms,No,Not installed,To renovate,60 m² ,No
House for sale,1435 — MONT-SAINT-GUIBERT,"€ 615,000",7 bedrooms | 318 m² ,7 bedrooms,No,Installed,To be done up,60 m² ,No
Villa for sale,Zilverbeekdreef 19,"€ 725,000",3 bedrooms | 133 m² ,3 bedrooms,No,Installed,To be done up,1 m² square meter,No
